,STATION,NAME,DATE,TMAX
12105,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-02-24,3.9
12106,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-02-25,5.0
12107,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-02-26,-8.2
12108,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-02-27,-6.0
12109,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-02-28,-5.5
12110,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-01,-3.2
12111,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-02,7.2
12112,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-03,6.1
12113,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-04,-7.7
12114,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-05,6.7
12115,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-06,9.4
12116,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-07,10.0
12117,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-08,9.4
12118,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-09,13.9
12119,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-10,14.4
12120,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-11,18.9
12121,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-12,16.1
12122,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-13,13.9
12123,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-14,20.0
12124,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-15,25.0
12125,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-16,25.6
12126,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-17,13.3
12127,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-18,18.3
12128,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-19,6.7
12129,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-20,17.2
12130,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-21,19.4
12131,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-22,20.6
12132,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-23,20.0
12133,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-24,17.2
12134,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-25,7.2
12135,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-26,15.0
12136,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-27,19.4
12137,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-28,24.4
12138,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-29,17.2
12139,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-30,22.2
12140,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-03-31,23.9
12141,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-01,20.0
12142,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-02,12.2
12143,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-03,8.3
12144,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-04,17.8
12145,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-05,22.2
12146,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-06,23.3
12147,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-07,19.4
12148,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-08,17.8
12149,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-09,9.4
12150,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-10,17.2
12151,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-11,20.0
12152,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-12,18.9
12153,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-13,19.4
12154,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-14,23.3
12155,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-15,17.8
12156,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-16,2.2
12157,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-17,8.9
12158,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-18,10.6
12159,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-19,8.3
12160,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-20,12.2
12161,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-21,18.3
12162,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-22,20.0
12163,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-23,20.0
12164,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-24,17.2
12165,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-25,19.4
12166,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-26,8.3
12167,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-27,7.2
12168,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-28,16.1
12169,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-29,22.2
12170,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-04-30,24.4
12171,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-01,18.9
12172,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-02,23.3
12173,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-03,23.3
12174,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-04,16.7
12175,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-05,11.7
12176,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-06,16.7
12177,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-07,15.0
12178,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-08,12.2
12179,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-09,7.8
12180,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-10,4.4
12181,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-11,13.3
12182,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-12,21.1
12183,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-13,17.2
12184,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-14,21.7
12185,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-15,17.8
12186,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-16,16.7
12187,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-17,17.8
12188,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-18,12.2
12189,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-19,9.4
12190,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-20,7.2
12191,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-21,12.8
12192,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-22,15.6
12193,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-23,16.7
12194,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-24,15.6
12195,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-25,18.9
12196,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-26,20.6
12197,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-27,23.9
12198,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-28,21.7
12199,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-29,19.4
12200,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-30,21.7
12201,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-05-31,28.3
12202,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-01,28.3
12203,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-02,30.6
12204,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-03,23.3
12205,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-04,27.2
12206,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-05,20.0
12207,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-06,23.3
12208,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-07,22.8
12209,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-08,26.1
12210,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-09,28.3
12211,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-10,23.3
12212,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-11,23.9
12213,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-12,21.1
12214,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-13,27.2
12215,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-14,26.7
12216,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-15,21.7
12217,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-16,28.3
12218,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-17,28.3
12219,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-18,25.0
12220,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-19,32.8
12221,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-20,28.3
12222,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-21,33.3
12223,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-22,25.6
12224,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-23,32.2
12225,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-24,31.7
12226,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-25,30.0
12227,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-26,25.0
12228,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-27,29.4
12229,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-28,31.1
12230,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-29,29.4
12231,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-06-30,32.8
12232,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-01,30.6
12233,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-02,26.7
12234,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-03,28.3
12235,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-04,33.3
12236,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-05,31.7
12237,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-06,17.8
12238,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-07,20.6
12239,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-08,20.6
12240,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-09,25.6
12241,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-10,28.3
12242,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-11,30.0
12243,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-12,31.7
12244,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-13,29.4
12245,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-14,30.6
12246,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-15,30.0
12247,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-16,30.6
12248,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-17,31.7
12249,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-18,30.6
12250,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-19,26.7
12251,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-20,27.2
12252,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-21,25.6
12253,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-22,30.6
12254,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-23,33.3
12255,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-24,30.0
12256,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-25,32.2
12257,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-26,31.7
12258,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-27,34.4
12259,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-28,30.6
12260,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-29,27.8
12261,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-30,31.1
12262,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-07-31,31.1
12263,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-01,33.9
12264,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-02,32.8
12265,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-03,27.2
12266,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-04,31.7
12267,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-05,33.9
12268,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-06,32.2
12269,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-07,32.8
12270,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-08,28.9
12271,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-09,30.6
12272,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-10,31.1
12273,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-11,28.9
12274,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-12,31.1
12275,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-13,32.2
12276,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-14,32.8
12277,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-15,35.0
12278,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-16,29.4
12279,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-17,27.2
12280,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-18,21.7
12281,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-19,20.6
12282,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-20,28.9
12283,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-21,31.7
12284,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-22,31.7
12285,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-23,25.0
12286,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-24,32.2
12287,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-25,33.9
12288,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-26,33.9
12289,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-27,29.4
12290,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-28,27.8
12291,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-29,30.6
12292,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-30,32.8
12293,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-08-31,28.9
12294,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-01,30.6
12295,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-02,31.7
12296,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-03,28.9
12297,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-04,28.9
12298,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-05,28.9
12299,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-06,28.9
12300,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-07,26.7
12301,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-08,26.1
12302,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-09,30.0
12303,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-10,30.0
12304,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-11,24.4
12305,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-12,28.9
12306,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-13,31.7
12307,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-14,31.1
12308,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-15,29.4
12309,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-16,30.6
12310,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-17,27.2
12311,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-18,21.1
12312,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-19,26.1
12313,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-20,27.8
12314,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-21,30.0
12315,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-22,25.0
12316,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-23,26.7
12317,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-24,27.8
12318,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-25,28.3
12319,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-26,30.6
12320,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-27,30.6
12321,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-28,27.2
12322,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-29,25.6
12323,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-09-30,26.1
12324,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-01,28.3
12325,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-02,28.3
12326,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-03,20.6
12327,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-04,18.3
12328,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-05,22.8
12329,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-06,15.6
12330,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-07,22.8
12331,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-08,25.0
12332,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-09,23.3
12333,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-10,28.3
12334,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-11,28.3
12335,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-12,25.6
12336,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-13,26.1
12337,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-14,27.8
12338,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-15,18.3
12339,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-16,20.6
12340,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-17,25.6
12341,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-18,25.0
12342,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-19,22.2
12343,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-20,21.7
12344,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-21,9.4
12345,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-22,7.2
12346,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-23,13.3
12347,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-24,16.7
12348,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-25,21.1
12349,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-26,15.6
12350,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-27,16.1
12351,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-28,16.1
12352,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-29,15.0
12353,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-30,8.9
12354,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-10-31,17.8
12355,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-01,21.7
12356,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-02,23.3
12357,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-03,22.2
12358,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-04,13.9
12359,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-05,8.3
12360,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-06,7.2
12361,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-07,13.3
12362,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-08,20.6
12363,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-09,15.0
12364,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-10,18.3
12365,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-11,5.6
12366,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-12,10.0
12367,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-13,15.0
12368,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-14,18.3
12369,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-15,16.7
12370,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-16,10.6
12371,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-17,4.4
12372,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-18,9.4
12373,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-19,7.2
12374,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-20,11.7
12375,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-21,5.0
12376,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-22,16.1
12377,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-23,13.9
12378,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-24,16.1
12379,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-25,9.4
12380,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-26,-3.8
12381,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-27,-6.6
12382,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-28,-6.0
12383,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-29,-3.8
12384,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-11-30,-1.6
12385,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-01,3.9
12386,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-02,9.4
12387,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-03,7.2
12388,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-04,15.6
12389,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-05,6.1
12390,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-06,10.6
12391,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-07,11.7
12392,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-08,13.9
12393,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-09,17.2
12394,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-10,18.3
12395,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-11,10.6
12396,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-12,-0.5
12397,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-13,6.7
12398,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-14,8.9
12399,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-15,-3.2
12400,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-16,0.0
12401,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-17,-5.5
12402,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-18,9.4
12403,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-19,11.7
12404,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-20,10.0
12405,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-21,6.7
12406,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-22,10.0
12407,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-23,4.4
12408,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-24,1.1
12409,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-25,-2.1
12410,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-26,-7.1
12411,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-27,-1.6
12412,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-28,-0.5
12413,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-29,-3.8
12414,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-30,-1.6
12415,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2015-12-31,-3.8
12416,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2016-01-01,2.2
12417,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2016-01-02,6.1
12418,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2016-01-03,8.9
12419,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2016-01-04,10.6
12420,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2016-01-05,7.8
12421,USW00093067,"DENVER CENTENNIAL AIRPORT, CO US",2016-01-06,7.2
